sample_ID	year	genotype_treatment	genotype	pond	block	treatmentpond	Treatment	direct_herbivory	indirect_herbivory	mesh	timepoint	fitness	L-Alanine	L-Arginine	L-Asparagine	L-Aspartic Acid	L-Glutamic acid	L-Glutamine	L-Isoleucine_1	L-Leucine_2	L-Phenylalanine	L-Proline	L-Serine	L-Threonine	L-Tryptophane	L-Valine	Ornithine	Chlorogenic acid	putative Chlorogenic acid Isomer	Cyanidine_3_Glc	Luteoline 8-C-Glc	Apigenine 8-C-Glc	Luteoline 7-O-Glc	Apigenine 7-O-Glc	Glycine	L-Histidine	L-Methionine	L-Tyrosine	Kynurenine	Kynurenic acid	Serotonin_1	Tyramine	Tryptamine	Shikimic acid	Apigenine	Luteoline	Folic acid	Tetrahydrofolic acid	Lactic acid	Malate	Succinic acid	Dopamin	L-DOPA	GABA	Melatonine	Cyanidin_Mal_Glc
"4B, A1+"	2024	A+	A	4B	1	control	nodirect	0	0	0	w12	0.064867595	1.759457339	1.118222629	17.83803857	7.826113892	10.30150181	3.968336636	0.465911242	0.341126337	0.454648763	0.384055992	2.425004597	1.837228965	0.400367336	1.061714292	1.279084484	2.345852286	1.183873983	57.88480657	21.19782599	9.025747601	30.73292356	3.844023025	1.619799951	0.452692478	0.042038702	0.318555216	5.32E-03	3.90E-03	3.62E-02	0.114118408	8.91E-03	2.774283702	1.34E-03	0.03172354	4.66E-04	5.70E-03	0.030667638	1.397297471	0.092973913	0.95161085	3.81E-03	0.154443805	NA	29.92270796
"4B, B1-"	2024	B-	B	4B	1	control	noindirect	0	0	1	w12	0.041217496	2.723500594	2.906699481	90.79526374	11.51969161	12.3210723	7.997993851	1.445560505	0.787563523	0.784215135	0.470071224	4.395385596	4.37725513	1.146372927	2.538224501	3.938974817	3.59677562	1.664852824	43.7824428	23.90915981	12.82062399	36.61650968	4.694231966	4.627693838	1.803336159	0.059106604	0.717396222	1.30E-02	7.65E-03	8.09E-02	0.147374522	1.61E-02	1.995121219	2.96E-03	0.03295695	NA	5.53E-03	0.054589862	2.715702108	0.135881849	1.525745884	1.20E-02	0.584057843	NA	25.92933217
"4B, B1+"	2024	B+	B	4B	1	control	nodirect	0	0	0	w12	0.049618493	1.589782832	4.325336587	32.76041321	7.735937383	11.86024832	5.392309165	0.45562493	0.332048508	0.411129428	0.303286678	2.127373317	2.209143878	0.361239915	0.979059699	3.046707188	2.560089236	1.090412496	53.54758584	19.89809946	10.8916103	27.41112092	3.078565156	0.953149545	0.382757009	0.050641232	0.27905015	7.31E-03	5.86E-03	3.59E-02	6.74E-02	6.48E-03	2.757482442	1.41E-03	0.044809741	4.18E-04	6.40E-03	0.019795908	1.174242694	0.082519335	0.498005226	5.02E-03	0.228912233	8.35E-04	29.33914675
"4B, C1-"	2024	C-	C	4B	1	control	noindirect	0	0	1	w12	0.06437133	3.347084248	1.393231645	72.47585035	13.8548364	15.55202806	9.652976954	0.893769085	0.790922162	0.949955054	0.704422857	6.577522485	4.585334086	0.750513147	2.198280586	3.855864427	2.714580956	1.456623128	42.04912748	23.46087183	10.53195855	38.82893516	3.995222185	3.648253826	1.044605516	0.076982319	0.601414199	1.38E-02	2.14E-02	0.134228224	0.196919138	1.60E-02	3.209593456	8.54E-03	0.240258768	NA	NA	0.073408904	2.527162196	0.144195248	3.921385404	1.65E-02	0.308916002	NA	21.02443519
"4B, C1+"	2024	C+	C	4B	1	control	nodirect	0	0	0	w12	0.012389581	3.321302194	1.570632769	13.92684033	8.681179392	10.76175522	2.934605057	0.697009268	0.651026162	0.634678655	0.723380688	5.199074402	3.178376491	0.564559558	1.510670679	1.532943985	2.359455961	1.202274579	63.59610256	21.44516763	10.07458881	33.5774657	3.936479112	3.949840568	1.483143159	0.123362831	0.594180692	9.41E-03	5.13E-03	2.19E-02	6.94E-02	8.26E-03	3.192681903	2.69E-03	0.076451309	1.80E-04	5.74E-03	0.081254954	1.446486864	0.096558061	0.643429192	3.98E-03	0.151022345	NA	34.73907033
"4B, D1-"	2024	D-	D	4B	1	control	noindirect	0	0	1	w12	0.037871305	0.534194833	0.105431641	1.728569127	0.407430198	0.543823172	0.933057396	0.069174972	0.086993578	0.070864767	0.142251168	1.020622858	0.408427887	0.039687223	0.148590805	0.457047412	0.068115062	0.019524715	0.859545026	0.409375765	0.202183421	0.768648155	0.062624186	0.709843251	0.147236093	0.010307969	0.086440071	1.76E-03	3.22E-03	NA	2.26E-03	5.39E-03	0.032880255	2.92E-04	0.005974694	NA	1.07E-04	0.014740684	0.027083549	0.008086318	1.97E-02	5.40E-04	0.010807027	NA	18.41938649
"4B, D1+"	2024	D+	D	4B	1	control	nodirect	0	0	0	w12	0.03028419	1.675730133	1.12972369	28.3239184	8.138983273	12.32400252	3.086084927	0.422515758	0.316739195	0.476876309	0.421457753	2.547258959	2.126457673	0.420724679	1.009047682	1.545064044	2.662057377	1.201793482	70.11233517	24.2730491	11.7941858	35.77787588	3.810667831	1.394246087	0.461482231	0.053436996	0.295770699	7.23E-03	5.82E-03	3.85E-02	6.32E-02	9.28E-03	3.548982354	4.26E-03	0.158268559	9.57E-05	6.05E-03	0.020379003	1.582462428	0.09978345	0.87453662	4.99E-03	0.207940699	NA	26.01672491
"4B, E1-"	2024	E-	E	4B	1	control	noindirect	0	0	1	w12	0.02178265	2.217618605	0.887582008	12.6602019	6.050108818	7.818984605	2.316959818	0.614947525	0.445736737	0.459327155	0.558347593	3.93576475	2.559428337	0.607056141	1.305251182	1.671848369	2.46243428	0.972254818	53.31934367	19.96653196	9.539026265	33.62723888	3.482578198	2.447107844	0.768931728	0.043306043	0.397303121	6.86E-03	4.06E-03	5.28E-02	0.130963145	8.69E-03	1.658409197	2.65E-03	0.087034034	1.97E-04	3.95E-03	0.027953604	1.58246025	0.087830899	1.026509897	2.76E-03	0.144294414	NA	25.04909822
"4B, E1+"	2024	E+	E	4B	1	control	nodirect	0	0	0	w12	0.012996024	1.861915041	1.211737147	23.27447133	7.683385287	11.58284505	3.890748424	0.723660362	0.464237367	0.549151266	0.744876507	3.349442613	2.624998542	0.554819141	1.318770005	1.689254693	1.722620067	0.852003422	59.67399658	19.37698704	9.645056539	29.46188473	3.250685398	4.572888078	1.181965221	0.093229931	0.615110124	1.42E-02	7.52E-03	2.77E-02	0.101360073	1.35E-02	3.152254188	5.11E-03	0.180906502	2.12E-04	6.66E-03	0.115124588	1.342368083	0.098142385	0.622809519	6.50E-03	0.198378614	NA	27.46328534
"4B, F1-"	2024	F-	F	4B	1	control	noindirect	0	0	1	w12	0.039236153	1.362567832	0.393640405	15.30202721	5.172915687	7.434325307	2.862695679	0.662508668	0.352423567	0.389177005	0.206660732	1.517491021	1.808521082	0.556271598	1.278459126	0.64198365	2.116007386	0.909314389	49.17962943	19.28141366	7.804490402	31.29275992	3.203885471	0.880030141	0.39780153	0.028031695	0.247720032	3.64E-03	4.16E-03	5.94E-02	0.134410121	1.20E-02	1.714028798	8.44E-04	0.034871167	1.78E-04	3.74E-03	0.013116809	1.787145802	0.091343851	0.818623899	6.29E-03	0.187477588	NA	24.97709993
"4B, F1+"	2024	F+	F	4B	1	control	nodirect	0	0	0	w12	0.057763373	1.285961065	6.372585945	49.96157656	9.357998189	10.53433115	5.990057478	0.378506248	0.259670275	0.465547567	0.302755032	1.945260425	1.974446848	0.36790154	0.898887205	4.682787082	2.398088972	1.079446208	47.98188928	17.42471305	9.645526569	24.02642987	2.933180343	0.893244874	0.316297557	0.041991719	0.210846664	6.69E-03	4.18E-03	4.69E-02	5.98E-02	6.21E-03	2.44641805	2.76E-03	0.059824433	3.57E-04	5.44E-03	0.016233434	1.170932689	0.088998119	0.61212456	5.84E-03	0.186557157	5.03E-04	0
"4B, G1+"	2024	G+	G	4B	1	control	nodirect	0	0	0	w12	0.01074122	0.92268022	0.526973605	6.152131483	4.737836025	8.030641112	1.857872687	0.248769375	0.144151309	0.291522531	0.19745899	0.999616509	1.241703453	0.269628057	0.634586234	0.348797572	2.046047837	0.874130461	53.44215962	17.4527771	8.465103073	24.98458587	3.094772818	0.360867324	0.135206419	0.024340506	0.154489238	3.62E-03	2.93E-03	2.38E-02	5.59E-02	4.90E-03	2.510237689	1.22E-03	0.029155007	1.09E-04	4.96E-03	0.004334628	1.022441794	0.078277846	0.820292689	2.01E-03	0.168351631	NA	31.67306981
"4B, H1-"	2024	H-	H	4B	1	control	noindirect	0	0	1	w12	0.038278608	1.350665468	0.601884663	25.6481365	5.690314991	6.953973757	2.679646435	0.578031779	0.342254136	0.334172449	0.272004855	1.58831251	1.910638653	0.589977723	1.254405224	1.045673	2.378065379	0.931631453	46.60570756	19.21324765	8.532579526	28.01159788	2.899083754	0.704982785	0.291317345	0.031623267	0.213046438	4.48E-03	4.76E-03	7.52E-02	6.89E-02	7.07E-03	1.47687132	1.60E-03	0.039471124	1.54E-04	4.06E-03	0.008585245	1.608652608	0.071084443	0.824473209	3.11E-03	0.20262134	4.30E-04	22.901495
"4B, I1-"	2024	I-	I	4B	1	control	noindirect	0	0	1	w12	-0.028159191	1.786326414	0.518522206	6.066848979	7.413466176	8.681428844	2.930954457	0.625336283	0.366449075	0.414115334	0.331271771	2.14396497	2.138222549	0.57650347	1.219300872	0.500456867	3.380453753	1.175864524	63.24221081	26.24808459	11.45813265	39.58876143	4.02299966	1.20099456	0.399699259	0.031601779	0.349189037	4.76E-03	4.93E-03	3.91E-02	8.23E-02	8.33E-03	2.594505153	3.21E-03	0.102190057	4.80E-05	4.81E-03	0.08126311	2.176109845	0.102786004	0.906382603	6.23E-03	0.199842209	NA	NA
"4B, I1+"	2024	I+	I	4B	1	control	nodirect	0	0	0	w12	0.027333695	2.124698432	2.384191556	118.9788301	11.17303445	11.67209082	10.00354496	1.547859655	1.070899405	0.770204755	0.560052169	2.237822673	3.79365709	1.217100146	2.755599473	4.292842291	2.963301724	1.364846243	64.99983878	25.54220414	12.01779164	35.20907329	4.210790471	0.992523439	0.774762016	0.103820045	0.561531282	7.53E-03	5.32E-03	0.173629604	0.220740127	2.92E-02	3.244297198	1.93E-03	0.051661753	2.77E-04	6.87E-03	0.014148733	1.556184395	0.133652491	6.443520672	2.92E-02	0.221801619	NA	29.68900739
"4B, J1-"	2024	J-	J	4B	1	control	noindirect	0	0	1	w12	0.073221288	1.188716661	0.474268688	3.246582171	4.614516335	5.732396179	1.739195668	0.274294497	0.16849231	0.251640664	0.22705689	1.333709267	1.295412648	0.367677776	0.748437623	0.501352983	1.877443452	0.624148265	47.01439121	22.73882967	7.493065091	39.39952233	3.67155004	0.93480183	0.272378834	0.023494696	0.17431686	5.79E-03	4.72E-03	1.87E-02	4.05E-02	8.18E-03	2.664783658	3.59E-03	0.143094043	3.99E-04	1.90E-04	0.019684668	1.408980217	0.083384177	0.391261402	7.53E-04	0.132347929	NA	20.16539203
"4B, J1+"	2024	J+	J	4B	1	control	nodirect	0	0	0	w12	0.023287032	1.066649115	1.115255571	44.15172277	5.724758357	8.516572314	4.046046759	0.626018601	0.331944435	0.36189218	0.238754581	1.535954539	1.978607612	0.53478073	1.20619743	1.822691639	2.039380707	0.930356367	48.76683015	17.60857026	8.395520199	25.77330157	2.911367152	0.873161438	0.354489443	0.031620509	0.238710656	5.56E-03	3.77E-03	6.26E-02	0.136856571	1.40E-02	1.805244637	2.74E-03	0.067933282	1.54E-04	4.28E-03	0.010133122	1.007383765	0.072630764	1.405378167	6.75E-03	0.15646822	NA	26.55703445
"4B, K1-"	2024	K-	K	4B	1	control	noindirect	0	0	1	w12	-0.021269383	1.808121865	0.657512201	23.27131703	4.424245227	5.872543048	1.613250799	0.611074494	0.256713797	0.310717885	0.269508577	1.228170859	2.469547209	0.849950333	1.295135959	1.003204657	4.996082382	1.404480429	50.82249503	22.20785356	16.25316884	27.02660543	2.873224075	0.785241176	0.47363165	0.031666486	0.181330824	3.56E-03	2.68E-03	0.117962885	0.134596983	2.67E-02	1.048770023	1.90E-03	0.049854224	1.29E-04	3.32E-03	0.021297107	0.999675862	0.060865704	0.9115988	3.10E-03	0.251156028	NA	16.32278924
"4B, K1+"	2024	K+	K	4B	1	control	nodirect	0	0	0	w12	0.010892467	1.409910832	1.45210312	29.58124446	4.373750108	5.871736676	1.541964424	0.567725011	0.247616646	0.286738345	0.185940281	0.818518303	2.313514829	0.73483132	1.061843092	1.302774569	2.666435818	0.839053932	38.08759721	16.30584863	10.58721186	20.84806925	2.528517166	0.579094941	0.415251443	0.027902193	0.166454231	2.79E-03	2.96E-03	9.48E-02	0.110103751	2.66E-02	1.277220227	1.88E-03	0.047195075	9.83E-05	2.89E-03	0.006856202	0.7943334	0.047105724	2.311494916	4.47E-03	0.303852065	3.74E-04	18.71665881
"4B, L1-"	2024	L-	L	4B	1	control	noindirect	0	0	1	w12	-0.001298844	5.246029929	0.783319038	1.737095626	14.04028449	14.79752662	0.784772136	0.328541339	0.448219394	0.482766154	0.884638859	1.424437012	2.082471197	0.359150028	1.135077918	0.898688396	0.329200238	0.110032611	1.685680776	9.280142874	10.19460364	6.676666321	1.074501799	2.400203298	0.353042771	0.029846537	0.254424948	1.18E-02	9.84E-03	1.43E-03	2.75E-03	1.52E-03	2.391382661	1.017800541	11.57422696	3.21E-04	4.59E-03	0.030672003	0.558234126	0.976042154	3.32E-02	4.60E-03	0.518554675	3.81E-04	0.86175471
"4B, L1+"	2024	L+	L	4B	1	control	nodirect	0	0	0	w12	0.022401285	1.25898589	1.538961367	17.67306489	5.319319236	9.700092154	2.680011736	0.591263531	0.361304822	0.417048183	0.339630426	1.284706606	1.976689516	0.543056712	1.20811176	0.777418811	2.560334877	1.117890997	62.47621595	21.17509537	10.14527963	32.86458239	4.344639357	0.638808237	0.322645436	0.052948811	0.236399876	6.49E-03	4.03E-03	4.06E-02	8.57E-02	9.14E-03	2.53994427	2.75E-03	0.071306681	4.13E-04	6.01E-03	0.008141311	1.311754649	0.098070188	1.098764015	8.45E-03	0.152062459	NA	25.38464389
"4B, M1-"	2024	M-	M	4B	1	control	noindirect	0	0	1	w12	0.06702137	10.29157014	2.234485849	31.18703767	14.26650399	18.64070412	6.463181356	2.033225781	2.068668548	1.711603846	2.581632928	22.8822245	9.215126752	1.489276672	4.252533243	10.51957237	5.882688107	1.872234781	71.6722812	36.65432614	20.76891812	55.84209647	5.273469425	18.19713364	4.127729973	0.293243891	2.662823336	6.59E-02	5.67E-02	6.16E-02	0.107901367	9.28E-03	4.355977125	6.06E-02	1.914587245	4.63E-04	1.14E-02	0.339856867	3.141253152	0.234776642	0.888100475	1.87E-02	0.362076157	NA	28.80519231
"4B, M1+"	2024	M+	M	4B	1	control	nodirect	0	0	0	w12	0.028304937	1.417645731	1.762647621	83.39872286	7.162347582	8.07842169	4.427166629	0.849974706	0.459747279	0.384939621	0.286407377	1.50582673	2.575724917	0.74650665	1.718380442	2.852149737	1.923628801	0.823361433	48.1381778	17.28571072	7.22103472	26.90338042	2.993581092	0.637164766	0.419283614	0.034254535	0.270353389	8.44E-03	2.65E-03	7.47E-02	0.186955372	1.66E-02	1.440178497	5.30E-03	0.169355507	2.29E-04	4.24E-03	0.004768519	1.096465204	0.061565342	2.145906958	7.36E-03	0.223139052	3.94E-04	24.39761381
"4B, N1-"	2024	N-	N	4B	1	control	noindirect	0	0	1	w12	0.11460091	1.273599023	0.407368092	16.69346465	5.795535852	7.096728936	1.749472469	0.497731894	0.291266004	0.311393559	0.243965462	1.657780814	2.242375148	0.438440509	1.141602357	0.99168918	3.171800552	1.071570097	34.94870915	19.43487234	9.928597202	29.8834431	3.151148838	0.825800333	0.399440867	0.031829723	0.194770083	5.24E-03	5.67E-03	6.87E-02	0.120182696	1.17E-02	1.466524076	2.69E-03	0.051799643	NA	3.38E-03	0.021955434	1.518338174	0.104045664	0.774250732	9.07E-03	0.183393895	1.03E-03	16.59563289
"4B, N1+"	2024	N+	N	4B	1	control	nodirect	0	0	0	w12	0.05669591	1.205613465	1.370596064	39.22234797	6.402534441	9.000033241	3.485045391	0.416923016	0.280211516	0.370466021	0.325142543	1.072979575	1.543479391	0.406502191	1.031304298	1.390556325	1.923182914	0.919244983	43.96458187	16.43986829	8.358728545	24.69990999	3.185408494	0.519988268	0.274941492	0.031575261	0.21468674	7.26E-03	3.39E-03	4.32E-02	9.71E-02	8.22E-03	2.427404899	3.72E-03	0.101169068	1.34E-04	5.29E-03	0.007607003	1.041888058	0.085989819	0.645728916	5.52E-03	0.178151162	NA	26.97424474
"4B, O1-"	2024	O-	O	4B	1	control	noindirect	0	0	1	w12	-0.027607644	2.216532069	1.142078931	25.78529034	6.701633712	8.384989346	3.559500195	0.940074131	0.439729551	0.546852455	0.504574282	2.952091454	2.981672657	0.784047187	1.95059978	1.712117663	3.125035874	1.071936364	36.85552811	21.31963172	9.420937657	32.57291447	3.32196625	1.564031709	0.695876639	0.042356822	0.366442021	6.96E-03	5.92E-03	0.113473179	0.212666063	2.37E-02	1.628805562	6.46E-03	0.113056283	3.52E-05	4.19E-03	0.057677586	1.738370351	0.075114543	0.737766293	9.54E-03	0.386689825	NA	18.14735366
"4B, O1+"	2024	O+	O	4B	1	control	nodirect	0	0	0	w12	-0.024241373	0.803929262	2.261295701	26.29577865	4.783749739	6.03341813	2.397818249	0.343717505	0.182750555	0.229903437	0.170398191	0.865790212	1.261050168	0.313308237	0.803819018	1.388099463	1.719663861	0.637447292	41.51360432	15.36392276	7.060588768	23.98394115	2.707023525	0.394047863	0.20737612	0.02318984	0.12509307	2.76E-03	2.41E-03	4.22E-02	6.89E-02	5.78E-03	1.589765591	1.51E-03	0.036138133	1.29E-04	3.95E-03	0.008586292	0.865978028	0.056219852	0.645893464	2.90E-03	0.289995586	NA	24.78266528
"4B, P1-"	2024	P-	P	4B	1	control	noindirect	0	0	1	w12	-0.026354481	2.304196927	1.210507549	78.22661816	6.37485945	7.143071249	5.363921878	0.943731674	0.439979204	0.35472572	0.26255781	1.679394592	2.954198617	0.864929736	1.764024305	2.582359579	2.236471997	0.986503269	43.03516431	19.97511894	9.188944899	30.2528057	2.978982389	1.018958014	0.667871868	0.031142997	0.2863157	1.11E-02	4.81E-03	0.122169385	0.271345225	1.58E-02	1.621478372	2.26E-03	0.046721106	2.10E-04	4.29E-03	0.020463656	1.11628853	0.080767483	3.800013001	1.01E-02	0.423934643	1.91E-03	19.15387529
"4B, Q1-"	2024	Q-	Q	4B	1	control	noindirect	0	0	1	w12	-0.019547156	1.145382805	0.848695151	30.42247805	3.198552074	3.574278983	1.620889821	0.322860332	0.176329297	0.261490516	0.199489255	1.397894481	1.66178992	0.514112522	0.736021804	1.365022099	2.198092651	0.767451227	43.13541807	16.27702429	10.50558969	22.52449683	2.202050786	0.790238279	0.301041042	0.023404327	0.16420355	6.14E-03	1.68E-03	8.39E-02	7.24E-02	1.42E-02	0.643943835	1.81E-03	0.047991021	1.41E-04	1.97E-03	0.010602628	0.643493694	0.045117417	0.294892212	2.02E-03	0.17974963	NA	20.26266243
"4B, Q1+"	2024	Q+	Q	4B	1	control	nodirect	0	0	0	w12	0.027055485	1.420551525	1.951077672	20.79417961	4.3107458	6.531666005	2.603393047	0.443536126	0.347913668	0.352818802	0.31477426	1.854944294	1.718590535	0.51865153	0.927121151	2.314703905	1.602151704	0.670682349	50.39173891	17.38328055	7.802825396	25.92159942	2.83908496	1.060166546	0.529716735	0.056480199	0.264805991	4.20E-03	4.37E-03	4.66E-02	7.99E-02	8.91E-03	1.903258163	2.14E-03	0.064312674	1.90E-04	2.91E-03	0.012489995	0.820079269	0.061653361	1.528276894	3.18E-03	0.186557083	NA	27.81858783
"4B, R1-"	2024	R-	R	4B	1	control	noindirect	0	0	1	w12	0.024023813	0.88248036	1.329103048	9.612092298	5.747545975	7.47486566	2.489923908	0.338603067	0.176447602	0.263659082	0.171716229	1.047167692	1.251972073	0.354815792	0.748380889	0.502450662	1.607845683	0.678563223	38.38272451	15.17159386	7.128983891	24.05558515	2.534300939	0.463529419	0.204620805	0.016887146	0.132700768	3.03E-03	4.40E-03	4.74E-02	4.67E-02	5.82E-03	1.000796292	1.16E-03	0.034129668	NA	2.46E-03	0.010520833	1.052713467	0.065044801	0.616595287	6.57E-03	0.174806885	NA	19.51612602
"4B, R1+"	2024	R+	R	4B	1	control	nodirect	0	0	0	w12	0.04806707	1.406933368	0.953443758	6.542302266	5.103324134	8.318420119	1.8741728	0.353909643	0.265812879	0.353910954	0.332265871	2.037390084	1.475072872	0.345802777	0.80947491	0.771973093	2.501514163	0.961043291	55.82899228	18.97853994	9.836563523	28.2495058	3.331781249	1.247405915	0.3802964	0.031646496	0.229952139	8.14E-03	3.82E-03	2.29E-02	5.26E-02	5.90E-03	2.375591085	2.37E-03	0.063933504	3.23E-04	4.22E-03	0.024602697	1.11608684	0.084096652	0.655119721	1.86E-03	0.152480203	NA	31.95428597
"4B, S1-"	2024	S-	S	4B	1	control	noindirect	0	0	1	w12	0.016160915	2.822035085	0.814607249	51.04867189	8.154879505	7.571321039	5.687082268	0.656930831	0.450675035	0.485042282	0.510666781	4.234228667	2.802476831	0.66417502	1.549947194	2.888371971	2.750914901	0.959302333	35.2026997	19.28420152	8.916056501	31.9626002	3.468855148	2.758592455	0.676058144	0.043041064	0.341985314	6.37E-03	4.89E-03	6.74E-02	0.117016416	1.05E-02	1.706711879	3.02E-03	0.066644941	2.39E-05	3.98E-03	0.044392536	1.544172551	0.09608414	1.874699659	5.41E-03	0.275843909	NA	21.35225444
"4B, S1+"	2024	S+	S	4B	1	control	nodirect	0	0	0	w12	-0.000333066	1.101951862	0.988947665	36.67618112	5.063666181	6.150672982	2.338368768	0.481021789	0.280996428	0.318974837	0.249291449	1.604457255	1.826247387	0.495921714	0.977203827	1.62654503	2.12245429	0.838122422	41.32319253	14.20980991	8.114670627	20.24212149	2.384067307	0.900161429	0.380129492	0.02800496	0.19891002	7.03E-03	2.82E-03	3.08E-02	8.51E-02	9.11E-03	1.486954635	1.02E-03	0.025581256	1.64E-04	3.12E-03	0.012489043	0.785857689	0.054873319	0.780874528	3.15E-03	0.12601561	4.33E-04	26.5221351
"4B, T1-"	2024	T-	T	4B	1	control	noindirect	0	0	1	w12	-0.004876057	2.394238055	2.259934405	10.42333332	8.181825437	10.35009198	5.826225381	0.425990812	0.415089329	0.440138908	0.618707854	3.622418317	2.203766438	0.342943662	0.913385538	3.894105266	1.97573591	0.750967799	50.33240371	19.51313048	7.611782935	31.74833375	3.522638884	1.850982918	0.566675614	0.062001169	0.397137173	5.05E-03	8.03E-03	3.78E-02	6.29E-02	4.43E-03	2.62281941	5.45E-03	0.15277809	2.63E-04	6.24E-03	0.04145963	1.573524555	0.10624882	0.296401482	3.88E-03	0.231595087	NA	32.52207283
"4B, T1+"	2024	T+	T	4B	1	control	nodirect	0	0	0	w12	0.031026806	1.017043166	1.0784318	27.17076664	4.948870546	6.955784119	2.260267791	0.458804373	0.283855743	0.320890407	0.268351838	1.432747597	1.715080818	0.457775802	0.946633736	1.15284327	1.463587681	0.672828972	41.24815034	14.19628182	7.562493414	21.17700007	2.460473845	0.668149525	0.33507211	0.028257947	0.207643418	3.80E-03	2.33E-03	3.02E-02	6.74E-02	6.53E-03	1.724618848	2.53E-03	0.057914396	1.28E-04	3.50E-03	0.009903063	0.890704708	0.07336796	0.618302914	3.02E-03	0.120564679	NA	24.37625735
"4B, U1-"	2024	U-	U	4B	1	control	noindirect	0	0	1	w12	0.060136396	1.742524321	0.719893991	2.829392251	6.346425964	8.676835527	2.684369193	0.332797803	0.246379819	0.309084897	0.52838585	2.557122391	1.553418384	0.343648891	0.819608873	0.8250847	3.15159617	0.890725317	38.77774828	19.23848511	9.632809698	29.84658053	3.647808852	1.593869047	0.4717362	0.039008426	0.254369823	8.19E-03	7.64E-03	2.15E-02	4.91E-02	2.83E-03	1.905942828	1.28E-03	0.04087989	3.57E-04	3.53E-03	0.034928646	1.642709193	0.108330117	0.781703219	2.24E-03	0.122324148	3.50E-04	19.3633376
